SiamFC	0.3223449497548379
ECO	0.3635506526422685
VITAL	0.38036545960364415
ATOM	0.2714982544487537
SiamRPN++	0.49596547750474784
SiamBAN	0.5052368641791891
SiamCAR	0.45014896348542394
Ocean	0.5049163128610596
PrDiMP	0.488483557839379
TrDiMP	0.536664978351794
TransT	0.5465579273853115
STARK-ST50	0.5339319766784916
KeepTrack	0.5233453923742357
AutoMatch	0.5169785090104477
TCTrack	0.35752281433556315
ToMP-101	0.5588934826426699
AiATrack	0.5845106594479268
SimTrack-B32	0.5365127483300208
OSTrack	0.5916599781027407
MixFormerV2-B	0.5331264116058624
GRM	0.5952205359890503
SeqTrack-B256	0.564562000346238
VLT_SCAR	0.38762823258062357
VLT_TT	0.5029339197546353
JointNLT	0.3427001386779278
CiteTracker-256	0.5687921029258604
All-in-One	0.5974016737065885
UVLTrack	0.5849796894929692
UOSTrack	0.6105662130707844
OKTrack	0.6293412153707826
